Id_Transacao,Mes,Loja,Valor
e6fb8633,Marco,Filial Nordeste,308
b5624e7e,Novembro,Matriz,2407
e9dc276b,Setembro,Filial Norte,2622
33e8e53a,Maio,Filial Nordeste,1849
b1f21924,Abril,Matriz,1450
50567573,Outubro,Matriz,3146
40cbf217,Agosto,Filial Sul,1172
6b7beeb6,Marco,Filial Norte,4303
f01b7b0f,Novembro,Matriz,1895
663b88ea,Outubro,Filial Norte,3208
c8a846c1,Junho,Filial Norte,738
fd53687b,Junho,Matriz,2021
ea6fc473,Julho,Matriz,4466
44146e2d,Julho,Filial Nordeste,2415
8aaaf364,Janeiro,Filial Sul,1215
f8a11938,Agosto,Filial Norte,2109
b3a12925,Maio,Matriz,3896
42c4b93a,Junho,Matriz,3144
4114d7e9,Maio,Filial Norte,675
22035027,Janeiro,Filial Norte,4163
9424e115,Junho,Filial Sul,2562
5365846e,Outubro,Filial Nordeste,1761
610033f6,Agosto,Filial Sul,2044
193223ea,Setembro,Filial Nordeste,4829
5d6e316e,Junho,Filial Norte,1162
978849cf,Marco,Filial Norte,868
8f72493a,Junho,Matriz,183
7b723cdc,Dezembro,Filial Nordeste,3914
83fb00d5,Junho,Filial Sul,745
e819e50f,Setembro,Filial Nordeste,573
a3dd85c5,Novembro,Matriz,4060
5945e8a0,Novembro,Filial Norte,1290
bbd378f5,Agosto,Filial Sul,946
1e4f3424,Marco,Filial Sul,3893
0acdc9ca,Dezembro,Filial Sul,1561
2d832254,Fevereiro,Matriz,325
ef5086c5,Maio,Filial Sul,4895
f0464557,Junho,Filial Norte,4611
7c2c67d8,Maio,Filial Sul,3387
0a428cc1,Janeiro,Filial Sul,4080
88e14e52,Marco,Filial Nordeste,1110
585111fc,Fevereiro,Matriz,1502
608ad144,Dezembro,Matriz,1733
e771dd20,Fevereiro,Filial Norte,1902
123531f6,Outubro,Filial Nordeste,3081
86aa0c34,Setembro,Filial Nordeste,2069
4ac1db49,Maio,Filial Norte,387
e9529cd9,Julho,Filial Norte,1290
d87fb435,Fevereiro,Matriz,4110
11c78b18,Novembro,Filial Sul,4788
e9a05231,Dezembro,Filial Nordeste,858
7939f05c,Setembro,Matriz,3965
051f1e5d,Outubro,Filial Sul,313
ff1b8440,Outubro,Filial Nordeste,3383
7d7c6de6,Outubro,Filial Nordeste,762
094cc432,Setembro,Filial Nordeste,781
3ab473a6,Maio,Filial Nordeste,1848
3d82e294,Fevereiro,Filial Norte,2147
98ccc213,Agosto,Filial Norte,1058
301bfd72,Junho,Filial Nordeste,3874
beeb3325,Junho,Filial Norte,2454
9126130f,Julho,Filial Nordeste,2852
c5dad541,Outubro,Filial Sul,859
69793b27,Marco,Filial Sul,4279
f319fe57,Novembro,Filial Nordeste,1989
2c438b56,Setembro,Matriz,3466
5916f24d,Setembro,Matriz,654
89316a62,Janeiro,Filial Sul,1566
716affab,Junho,Matriz,2023
5a1df000,Julho,Filial Sul,2089
461b9eea,Setembro,Filial Nordeste,116
30b1e78d,Setembro,Matriz,2088
f4a0a7c2,Novembro,Matriz,1654
f560720d,Marco,Filial Norte,4563
f81876f1,Agosto,Filial Sul,4871
947ee127,Maio,Filial Nordeste,2751
72ea99bc,Novembro,Filial Sul,4213
775dc6dd,Abril,Filial Norte,1994
11f8ad39,Marco,Filial Norte,4934
136e0a59,Agosto,Filial Nordeste,1761
e4dc2fc4,Fevereiro,Matriz,3516
3878c40a,Marco,Filial Norte,2384
35a1d1ff,Agosto,Filial Sul,1890
c745b086,Marco,Filial Sul,4506
0565f3a3,Marco,Filial Nordeste,564
feec6e60,Abril,Filial Sul,463
3abad930,Novembro,Filial Nordeste,3803
d2205621,Setembro,Filial Sul,1268
cb08ce17,Dezembro,Filial Sul,3217
5cfcbe3d,Agosto,Filial Sul,1479
12ea377c,Maio,Matriz,1862
e7d973a0,Setembro,Matriz,3608
f4159faa,Abril,Matriz,1910
f3b2d311,Maio,Filial Sul,710
2576bf04,Fevereiro,Filial Nordeste,2919
72aa3b94,Dezembro,Matriz,3512
957f5c69,Julho,Filial Norte,4256
a39101bb,Agosto,Filial Norte,3400
9b0840fc,Fevereiro,Matriz,1520
a9894603,Junho,Filial Sul,482
632e09dc,Junho,Filial Norte,2087
46298035,Junho,Matriz,2980
f01d18e7,Setembro,Matriz,3274
367bde47,Novembro,Filial Sul,1801
31576528,Junho,Filial Nordeste,4483
7eac2bcf,Junho,Filial Sul,278
6cfb6a6d,Marco,Matriz,4960
d04024f5,Julho,Filial Sul,4639
19ef0fb7,Agosto,Matriz,4346
85f3450e,Outubro,Filial Norte,3098
fcce3d61,Julho,Matriz,4858
81eb54d2,Fevereiro,Filial Sul,636
3a5d8413,Novembro,Filial Norte,4648
474ec704,Junho,Filial Norte,4248
e6727b16,Abril,Filial Norte,1425
992c40bc,Agosto,Filial Nordeste,4588
df9c0081,Marco,Filial Norte,158
130a255e,Maio,Filial Norte,2900
aaa63cb9,Fevereiro,Filial Norte,1070
db11019e,Maio,Filial Nordeste,2898
2a807647,Novembro,Filial Sul,3338
532bae36,Julho,Filial Nordeste,2599
a18a049e,Dezembro,Matriz,1249
24ad54fd,Outubro,Filial Sul,3365
88f74d9a,Janeiro,Filial Norte,1324
4ead2bfc,Setembro,Filial Nordeste,2196
7231c988,Novembro,Filial Sul,2722
cac43c61,Agosto,Filial Norte,4930
54d29cb5,Setembro,Filial Sul,1456
b02f5915,Abril,Filial Norte,1474
87cd4ed3,Dezembro,Filial Nordeste,1067
dad6d48b,Junho,Filial Norte,4951
16073890,Abril,Filial Norte,3093
b804017e,Junho,Filial Norte,1064
03cc095d,Maio,Filial Nordeste,252
55d90e33,Novembro,Filial Nordeste,2383
f21e3eab,Fevereiro,Filial Norte,628
af1b60a8,Dezembro,Matriz,3652
2439791e,Abril,Filial Nordeste,2723
4faf54f8,Outubro,Filial Sul,614
42b9ad4c,Dezembro,Filial Nordeste,4883
d4db769f,Dezembro,Filial Sul,2694
bb51d76b,Abril,Filial Nordeste,484
24da1bfd,Novembro,Filial Norte,4131
804c1480,Outubro,Matriz,2072
984951dc,Marco,Matriz,4118
d3edc1da,Abril,Filial Nordeste,542
ac21e118,Julho,Filial Sul,2963
081881b5,Fevereiro,Filial Norte,4111
0f170604,Junho,Filial Sul,4546
2b620d48,Julho,Filial Sul,3393
031278e2,Maio,Matriz,1597
1528b9bd,Janeiro,Matriz,1062
8949e487,Novembro,Filial Sul,1660
a5979998,Novembro,Filial Nordeste,1415
e25319e1,Maio,Filial Nordeste,3781
5a9ecff8,Setembro,Filial Norte,1263
f153d0d3,Janeiro,Filial Sul,818
b4aeeb62,Julho,Filial Norte,1256
6607bd26,Setembro,Filial Norte,4313
155cac96,Dezembro,Filial Sul,3707
48b04483,Abril,Filial Norte,381
9b11958e,Outubro,Filial Norte,3776
4d8a5c32,Novembro,Filial Norte,2596
956f52ec,Maio,Filial Sul,2718
8760d156,Julho,Filial Sul,2015
db7c0be6,Maio,Matriz,2490
72ed5243,Fevereiro,Filial Norte,1113
466d315a,Fevereiro,Filial Norte,1486
3ea41e95,Junho,Filial Norte,704
1408b56c,Setembro,Filial Sul,4953
5e2122bd,Setembro,Filial Nordeste,2030
00009ecd,Abril,Filial Nordeste,2549
773b0da8,Agosto,Filial Nordeste,4314
722b6558,Dezembro,Filial Nordeste,3923
e1702ce8,Junho,Filial Sul,3089
b0ca8ad8,Dezembro,Filial Norte,845
0e57ba39,Marco,Filial Sul,3661
749fcb47,Abril,Matriz,4439
9d82c51a,Outubro,Filial Sul,3037
64516dcc,Outubro,Filial Sul,1524
54618e7a,Novembro,Filial Norte,971
52982580,Setembro,Filial Norte,256
0c790768,Junho,Filial Nordeste,4661
a867dece,Fevereiro,Matriz,581
eb823d54,Janeiro,Filial Norte,2331
ac099afe,Agosto,Matriz,1735
6337dfac,Janeiro,Filial Norte,2318
f7c92877,Agosto,Filial Nordeste,621
16dcc845,Outubro,Filial Sul,4202
42c6b705,Maio,Matriz,3300
4d3fe50b,Outubro,Filial Sul,274
3704dc7d,Marco,Filial Norte,3238
d1ed9a13,Fevereiro,Filial Norte,2881
9764b28f,Agosto,Filial Sul,3808
6da8b236,Agosto,Filial Nordeste,863
cef07546,Julho,Filial Sul,1649
9b9e7558,Fevereiro,Matriz,1644
93fe9ce7,Novembro,Filial Sul,3669
c405449e,Fevereiro,Filial Sul,4642
fbdc9d68,Marco,Filial Norte,2743
86015007,Marco,Matriz,3760
3fbe51c5,Junho,Filial Norte,1586
acc8af60,Maio,Filial Nordeste,1640
5c2500e5,Agosto,Filial Nordeste,2077
51f48c81,Dezembro,Filial Norte,162
64513bc4,Junho,Filial Sul,1328
3a1f92cf,Marco,Filial Nordeste,4310
5e0c6a34,Janeiro,Filial Nordeste,3875
a5528712,Marco,Filial Sul,2220
2feacacf,Junho,Filial Sul,2853
6acf82cf,Janeiro,Filial Norte,1891
cdde0a61,Dezembro,Matriz,4326
f9c1840c,Dezembro,Matriz,144
2ca946e8,Setembro,Filial Norte,4893
a09fba7e,Agosto,Filial Nordeste,3378
70de01ef,Maio,Filial Norte,4699
cea7eaeb,Marco,Filial Sul,2818
eb1bbe0d,Setembro,Matriz,4496
62e1f292,Maio,Filial Nordeste,1679
95b91b78,Marco,Filial Sul,4502
d229d140,Janeiro,Filial Norte,4028
12916bf4,Fevereiro,Filial Norte,2011
22f6b78d,Julho,Filial Norte,3773
4291817f,Outubro,Filial Sul,1008
d1dce879,Novembro,Filial Norte,1791
b6a7a0b6,Dezembro,Filial Norte,2560
54970ebc,Fevereiro,Filial Sul,459
ddfac751,Dezembro,Filial Norte,3171
9a78c851,Marco,Filial Sul,932
355c541e,Dezembro,Matriz,2787
b255bd48,Janeiro,Matriz,3458
a5f2b31f,Junho,Filial Sul,1913
a172e728,Agosto,Matriz,209
2905bcda,Fevereiro,Filial Sul,1380
e3ffabae,Maio,Filial Sul,4414
d3872436,Agosto,Matriz,772
6eea2652,Abril,Filial Norte,3342
08eed934,Outubro,Filial Nordeste,1869
84b611eb,Maio,Filial Nordeste,4893
003a7e67,Fevereiro,Filial Norte,3114
1d704564,Agosto,Filial Nordeste,427
cfc5ade9,Agosto,Filial Sul,2290
c3d17f61,Outubro,Matriz,4537
2226e55d,Junho,Filial Nordeste,3194
dbbe5e31,Setembro,Filial Nordeste,2804
8d9c4c6f,Agosto,Filial Sul,4407
8634ae2b,Janeiro,Filial Sul,4073
e38f674e,Maio,Filial Nordeste,2464
6fbb59b0,Novembro,Matriz,1792
05d51b5a,Fevereiro,Filial Norte,901
9e5df143,Fevereiro,Filial Nordeste,4192
3034f4b8,Marco,Matriz,4809
54ed1969,Novembro,Filial Sul,305
474fab8d,Fevereiro,Filial Sul,1779
d71e6915,Fevereiro,Filial Nordeste,1910
d58ea60c,Julho,Filial Sul,3933
c46c3d34,Dezembro,Filial Nordeste,4139
c497c5ac,Abril,Matriz,1351
2f2e12ad,Marco,Matriz,2327
1837caf4,Novembro,Filial Sul,3295
62f7ce95,Maio,Filial Nordeste,3306
a29f97cb,Janeiro,Filial Sul,4389
fd98255a,Maio,Filial Sul,4026
75f9eb47,Fevereiro,Filial Norte,1666
b4c9250c,Agosto,Filial Nordeste,3052
60034948,Abril,Filial Nordeste,2859
a4e5a380,Outubro,Filial Nordeste,4634
60e42fe1,Maio,Matriz,1683
9647db34,Julho,Matriz,3839
a670891d,Marco,Filial Norte,3573
4fa994af,Abril,Matriz,4473
986fad18,Maio,Filial Norte,1668
9ca34c77,Dezembro,Filial Sul,3869
dfdb7544,Agosto,Matriz,636
42c497d4,Julho,Filial Norte,484
66fd2e1f,Novembro,Matriz,4038
3e5aff4c,Agosto,Matriz,2972
d7c65c7e,Marco,Matriz,2973
f51be1ed,Marco,Filial Sul,2235
7bdbb7c0,Outubro,Filial Norte,1265
a08b12f2,Julho,Filial Norte,887
4f5de44b,Setembro,Filial Nordeste,3863
88619245,Setembro,Filial Nordeste,2386
5dbb9a83,Marco,Filial Sul,996
b6171967,Abril,Matriz,3974
380c1037,Junho,Filial Sul,174
7de7d6f6,Fevereiro,Filial Norte,3021
922ece77,Junho,Matriz,2402
a9599ac3,Agosto,Filial Sul,2323
0ce6f30e,Setembro,Filial Norte,3163
b68fa188,Novembro,Filial Sul,1853
0d9ce5cc,Setembro,Filial Nordeste,1482
3ded4008,Dezembro,Matriz,572
44bd3fea,Outubro,Filial Nordeste,3088
cdbdb0cf,Maio,Filial Nordeste,1638
db0ad5da,Setembro,Filial Norte,747
4177b09c,Dezembro,Filial Nordeste,4621
8e532253,Janeiro,Matriz,4012
62be4b9e,Maio,Filial Sul,3365
a15986e7,Junho,Filial Norte,2900
94b48861,Janeiro,Filial Sul,1274
a46d3f9e,Julho,Filial Sul,261
307b971f,Marco,Filial Norte,2294
924022c9,Outubro,Filial Norte,4508
e937b2a6,Julho,Filial Sul,4831
53951b19,Setembro,Matriz,971
7a7af90a,Marco,Matriz,1340
d7a66c66,Novembro,Filial Nordeste,2731
f1b94ced,Marco,Filial Nordeste,4851
8993d6f4,Janeiro,Filial Nordeste,4326
d06961ad,Julho,Filial Sul,1308
fd14b7b7,Outubro,Filial Norte,3896
146fe59f,Novembro,Filial Sul,3300
0d92054a,Novembro,Filial Nordeste,504
bf313382,Outubro,Filial Sul,1141
ae87580b,Setembro,Filial Nordeste,1529
cb71fced,Janeiro,Filial Nordeste,3228
109cd4a2,Junho,Matriz,4117
cd6ca6ec,Abril,Matriz,1423
11f65233,Julho,Filial Nordeste,2932
b8dc97bd,Marco,Matriz,2395
44d697cf,Junho,Filial Nordeste,4699
7d8db2e9,Julho,Filial Nordeste,4091
5a468c01,Maio,Filial Norte,565
a95fdaea,Janeiro,Filial Sul,3601
e673d38e,Fevereiro,Filial Nordeste,3136
facb4a8c,Dezembro,Filial Norte,2394
7c7739fc,Setembro,Filial Norte,2997
0a75f461,Fevereiro,Filial Norte,2488
ed6bcd84,Maio,Filial Norte,785
abbf0be1,Maio,Matriz,437
3707e3b6,Junho,Filial Sul,4411
30d45191,Setembro,Filial Sul,2730
f916b3a8,Agosto,Filial Nordeste,3924
9f3351d8,Maio,Matriz,4823
1d06428c,Agosto,Matriz,3383
36f50df3,Maio,Filial Sul,1676
644cd1f3,Marco,Matriz,2818
f273efe3,Junho,Filial Norte,4925
9db82857,Outubro,Matriz,4041
8d01a42a,Marco,Filial Norte,3049
48a673e7,Agosto,Filial Norte,4525
296d2f64,Outubro,Filial Sul,3096
8d2145ab,Abril,Filial Norte,2520
4aacc901,Dezembro,Filial Sul,3669
aea65526,Marco,Filial Sul,203
e72170cc,Marco,Filial Nordeste,1290
21cd297a,Julho,Filial Sul,4622
8918118e,Agosto,Matriz,4767
7e6d23b1,Marco,Matriz,4794
bc5caf12,Outubro,Filial Sul,4375
9ec4b9d3,Janeiro,Matriz,3729
0fb61989,Junho,Filial Norte,462
8a59b0db,Setembro,Matriz,2197
766e27b6,Maio,Matriz,2052
dbff2cea,Dezembro,Filial Sul,1545
8df86a08,Janeiro,Filial Norte,4403
2d55d3d3,Julho,Filial Nordeste,1076
e44ce666,Marco,Matriz,2776
b897d154,Maio,Filial Norte,3680
f26654b1,Abril,Filial Norte,776
d4f478db,Abril,Filial Norte,1459
155a798f,Agosto,Filial Sul,572
16926c0b,Julho,Matriz,2238
b62805d2,Janeiro,Filial Nordeste,954
c457b710,Dezembro,Filial Sul,1357
652192b7,Novembro,Filial Sul,3393
43a025c9,Maio,Filial Norte,2565
e3c2c023,Outubro,Filial Nordeste,1740
51fd8c9f,Abril,Filial Nordeste,1182
3b0a2187,Maio,Filial Nordeste,2206
c794f6e6,Junho,Filial Norte,4474
61d54fdf,Marco,Matriz,1525
c00339e9,Marco,Filial Norte,2870
2a1718a5,Outubro,Filial Sul,3296
c23a9710,Junho,Filial Sul,3670
fffbfc49,Agosto,Filial Sul,3245
d5b05f94,Setembro,Matriz,1087
478c3cd4,Janeiro,Matriz,3476
36fd7319,Agosto,Matriz,2274
7b203a9a,Outubro,Filial Norte,4197
a2f3e7d1,Maio,Filial Nordeste,1170
54a6beab,Abril,Filial Sul,4720
5b1cefff,Abril,Filial Norte,3769
78302bc4,Setembro,Filial Sul,2712
bbd8b462,Janeiro,Filial Nordeste,1446
e5767d6f,Agosto,Matriz,3929
39631682,Julho,Filial Norte,4387
6234dff6,Marco,Filial Norte,2741
453a9cd1,Dezembro,Matriz,3681
ce4058ff,Janeiro,Matriz,483
992ee3b3,Novembro,Filial Norte,504
e53ef2b5,Fevereiro,Filial Sul,2140
8c0eeb3d,Setembro,Matriz,2094
b1f0cf8b,Janeiro,Matriz,2066
a731cd32,Julho,Filial Norte,2381
47b515a0,Janeiro,Filial Norte,1366
68ab7e2f,Novembro,Filial Nordeste,4888
2f53d745,Dezembro,Filial Nordeste,3102
6370a389,Abril,Filial Nordeste,3763
fb9ec498,Julho,Filial Nordeste,3056
07936ce1,Maio,Filial Nordeste,3142
1c89dfb5,Julho,Filial Norte,1699
0a4e8212,Novembro,Filial Nordeste,3803
1e1d1c5d,Marco,Filial Nordeste,3353
f98b6370,Maio,Matriz,2109
bad08ace,Outubro,Filial Sul,4580
89cb41de,Abril,Filial Sul,3410
00fe09b5,Maio,Filial Norte,4049
54a136e1,Novembro,Matriz,3631
3fd129b6,Junho,Filial Sul,4722
c709a07d,Outubro,Matriz,2005
d6d8d767,Julho,Filial Nordeste,4173
fffa1b8e,Abril,Filial Sul,4580
57e40500,Marco,Filial Nordeste,623
670dab6b,Fevereiro,Filial Nordeste,1282
53f420b1,Abril,Filial Norte,3663
dd9df643,Marco,Filial Sul,2653
b4288ff3,Junho,Filial Sul,1429
4d93cafc,Maio,Filial Nordeste,4415
a3e2c09b,Outubro,Filial Sul,1590
9a6ead0d,Dezembro,Matriz,449
d8eed720,Junho,Filial Norte,117
947fb213,Junho,Filial Sul,4576
55c0b643,Marco,Matriz,3454
26f39251,Abril,Filial Nordeste,367
f02aea96,Janeiro,Matriz,400
e90831c9,Setembro,Matriz,4458
79c86524,Abril,Matriz,1111
2586b37d,Setembro,Matriz,2475
989e03b3,Novembro,Filial Norte,2049
c9115ef2,Junho,Filial Nordeste,3365
ea1b94d5,Fevereiro,Filial Nordeste,4700
97d4985f,Abril,Filial Nordeste,1258
8d425f4e,Abril,Filial Nordeste,1259
4f9ee107,Agosto,Matriz,501
18f6a07d,Setembro,Filial Nordeste,1921
