Id_Transacao,Mes,Loja,Valor
f9c5b5d6,Junho,Filial Nordeste,1335
a156104c,Marco,Matriz,1049
1e5ef52b,Fevereiro,Filial Sul,1521
573b7ce2,Abril,Filial Sul,3780
3aa5fa4c,Junho,Filial Norte,3998
5dabbcc2,Abril,Matriz,2969
2369cd0e,Abril,Filial Nordeste,3750
54a678d0,Fevereiro,Matriz,3270
c17acd36,Julho,Filial Norte,3216
a466e251,Julho,Filial Nordeste,3323
13acedac,Dezembro,Filial Nordeste,1246
b94a654e,Dezembro,Filial Sul,1656
1cd0e5dc,Julho,Filial Nordeste,1027
756c82fa,Outubro,Filial Sul,4944
91e92356,Outubro,Filial Nordeste,4077
f329d829,Marco,Filial Norte,3598
c9b25653,Fevereiro,Filial Nordeste,2251
4e828757,Janeiro,Matriz,2090
74572770,Maio,Filial Sul,1424
79a47bac,Outubro,Filial Nordeste,479
2a0c31c3,Outubro,Matriz,2590
b029777c,Abril,Filial Sul,1496
bb059cab,Novembro,Filial Nordeste,868
b33eacd3,Maio,Filial Nordeste,1824
49e20ca8,Maio,Filial Norte,3215
b0a6ea97,Julho,Filial Norte,1678
5306e201,Outubro,Filial Norte,1202
5b4e7ade,Novembro,Filial Nordeste,1975
b8dcc62f,Agosto,Filial Nordeste,2885
1a1ce4f7,Dezembro,Filial Norte,3868
4f9666cd,Setembro,Matriz,2172
ed104cff,Julho,Filial Nordeste,2817
1bbe2e02,Marco,Matriz,4348
04d9629c,Dezembro,Filial Norte,689
2c9a36be,Janeiro,Filial Sul,1482
5b43270a,Junho,Filial Sul,382
98978b4d,Outubro,Matriz,1293
6619a7ac,Novembro,Matriz,2740
d87d5402,Janeiro,Filial Nordeste,1151
e705cd83,Setembro,Filial Sul,159
75c2c58e,Fevereiro,Filial Nordeste,149
5860d9ca,Dezembro,Filial Sul,2046
f964d325,Janeiro,Filial Sul,3971
622c2470,Marco,Matriz,933
2a041917,Julho,Filial Norte,1175
ce8be043,Abril,Filial Norte,335
34f0d24f,Novembro,Filial Sul,3163
fc9e608b,Maio,Filial Sul,2145
cf4b2b48,Maio,Matriz,3169
823f5f35,Outubro,Filial Sul,4906
2b8423a0,Setembro,Matriz,665
6cf947ed,Abril,Filial Sul,2455
d8d92897,Julho,Filial Norte,4964
e84dd2f4,Agosto,Filial Norte,2780
91531601,Julho,Filial Sul,1581
df17c9c7,Janeiro,Filial Nordeste,4135
b06c0f15,Novembro,Matriz,1961
e6c413f5,Setembro,Matriz,542
d6cf5a7a,Junho,Matriz,3336
679f792c,Julho,Matriz,3657
98755201,Dezembro,Filial Norte,3235
887c4aae,Setembro,Filial Norte,2803
e9b7f81e,Fevereiro,Matriz,4338
c8a5e382,Julho,Filial Nordeste,4572
30bbe7d5,Outubro,Filial Nordeste,546
ad6fbfb9,Agosto,Filial Nordeste,4951
0b20a6e3,Maio,Filial Norte,3037
b30d2536,Dezembro,Filial Norte,3097
d241e007,Maio,Filial Norte,1483
4ba9bf98,Abril,Filial Sul,4396
25f46ab6,Outubro,Matriz,2300
c51014f4,Abril,Filial Nordeste,403
04e294b8,Dezembro,Filial Norte,862
bc8f1fca,Abril,Filial Nordeste,2626
9b263839,Agosto,Filial Sul,2520
c951f457,Maio,Filial Nordeste,4521
2322e10b,Agosto,Matriz,4412
d74b828e,Dezembro,Filial Nordeste,2815
b9937098,Julho,Filial Norte,394
9688ff54,Outubro,Filial Nordeste,2734
bea0edf1,Abril,Matriz,2711
01e73b57,Julho,Filial Nordeste,4663
f1e63c87,Setembro,Filial Nordeste,640
d643ec65,Julho,Filial Sul,4856
06e2c5a9,Setembro,Matriz,1188
e891bb5e,Setembro,Filial Sul,2550
786a05a1,Abril,Filial Sul,4889
60d782a4,Dezembro,Filial Nordeste,3956
1b79d50d,Fevereiro,Filial Sul,4429
30a72cdb,Outubro,Matriz,433
6aaa652f,Janeiro,Matriz,2071
8f6d1843,Janeiro,Matriz,4086
59e7ff33,Marco,Filial Nordeste,4817
49def3a1,Janeiro,Filial Norte,1669
eeed7eee,Marco,Filial Norte,1236
c2706c58,Marco,Filial Sul,1695
d315302d,Janeiro,Filial Norte,942
30e2bdf3,Janeiro,Filial Norte,817
0e21e48e,Fevereiro,Filial Nordeste,1551
7111a6d4,Marco,Filial Norte,4349
36b4addb,Dezembro,Filial Sul,3931
aef4098d,Junho,Filial Sul,2838
483b8eff,Novembro,Filial Norte,3948
ad48d69b,Junho,Matriz,2658
6567c20a,Julho,Filial Sul,4162
09694105,Marco,Filial Nordeste,2424
e1c89688,Fevereiro,Filial Norte,2897
7f78d713,Fevereiro,Matriz,1381
5a139f25,Maio,Filial Norte,1153
5a38a990,Maio,Filial Norte,4497
8b733471,Fevereiro,Filial Norte,2931
25ea06f7,Janeiro,Filial Norte,3792
bbde8aea,Abril,Filial Nordeste,3663
d0e03c5f,Maio,Filial Nordeste,1398
8f721138,Maio,Filial Norte,3072
c389df2f,Janeiro,Filial Sul,2851
803177d2,Outubro,Filial Sul,2437
7828736e,Abril,Filial Norte,3055
39592036,Dezembro,Filial Nordeste,1017
6f843814,Janeiro,Matriz,243
18b7141d,Novembro,Filial Nordeste,2322
93f80f00,Setembro,Filial Sul,4017
ec1eece4,Outubro,Filial Nordeste,4800
82c86106,Novembro,Matriz,4919
3efbad1c,Agosto,Filial Norte,2404
b0ef8fcf,Dezembro,Filial Sul,4400
d6aadee7,Abril,Matriz,3935
6de702e2,Outubro,Matriz,2092
36086174,Abril,Filial Sul,1855
a64e1f28,Abril,Filial Sul,3405
effa76cf,Agosto,Filial Norte,2969
b52eb6f2,Julho,Filial Norte,2687
29554d16,Outubro,Filial Sul,4823
5c304202,Janeiro,Filial Sul,675
6cc4335b,Novembro,Filial Sul,3026
cdfba353,Julho,Filial Nordeste,128
4435bfc2,Marco,Filial Sul,2115
333e04af,Novembro,Filial Sul,4970
6a999b51,Outubro,Filial Nordeste,1953
62f155a0,Janeiro,Matriz,3854
c6b2e1d6,Setembro,Matriz,4189
ce3cc802,Setembro,Filial Norte,1233
f1070c1f,Outubro,Filial Nordeste,3692
005965f9,Maio,Filial Nordeste,3056
00163711,Julho,Matriz,3699
f53dfc0d,Dezembro,Filial Norte,1049
8f2017d8,Novembro,Filial Sul,402
b7d9c5a5,Abril,Filial Nordeste,699
4f831e3f,Agosto,Filial Nordeste,1413
4c1e333a,Maio,Filial Norte,4918
1333d170,Julho,Filial Sul,3825
9bcfbc15,Outubro,Filial Nordeste,3734
d10fbefa,Agosto,Matriz,977
6ce495c8,Novembro,Filial Nordeste,1503
742eff91,Marco,Filial Sul,2472
8d1da370,Fevereiro,Filial Norte,1506
14880fd0,Marco,Matriz,1561
7b99d7e6,Fevereiro,Filial Sul,1147
af3226ab,Novembro,Filial Nordeste,1828
fb373b61,Setembro,Matriz,3193
c18bbb8d,Dezembro,Matriz,3715
139f23b2,Agosto,Filial Norte,1874
e2d6197b,Janeiro,Filial Nordeste,3661
899bd0c9,Junho,Filial Nordeste,2315
1404c8ac,Dezembro,Filial Nordeste,4995
c245cc45,Julho,Matriz,1025
4ed605c9,Novembro,Filial Nordeste,2740
1078c932,Marco,Filial Nordeste,3368
6b2af06e,Novembro,Filial Nordeste,1651
8de45e7c,Marco,Filial Sul,4450
8417d8e0,Julho,Filial Norte,2949
ae8ac9ae,Junho,Matriz,3882
e8afdf26,Abril,Matriz,4457
3bd91565,Janeiro,Matriz,3918
843c936b,Agosto,Filial Nordeste,4621
fb9fb54b,Dezembro,Filial Nordeste,4223
4b29337d,Janeiro,Filial Nordeste,2022
1daac7bb,Maio,Filial Sul,1455
ed20f5c0,Janeiro,Filial Nordeste,1473
0e2b1462,Julho,Filial Norte,4098
8fc433e2,Agosto,Filial Nordeste,762
de9c3e77,Junho,Filial Norte,4179
6a768f99,Dezembro,Matriz,345
86ef368e,Abril,Filial Nordeste,4467
97b78b01,Julho,Filial Sul,4687
c8b959a7,Novembro,Filial Norte,2923
606e0366,Fevereiro,Filial Nordeste,3274
b003199a,Janeiro,Matriz,506
1909eb91,Fevereiro,Filial Nordeste,666
6296b4d7,Outubro,Matriz,2297
a825d5ce,Junho,Filial Sul,3943
53ba92ef,Novembro,Filial Nordeste,1270
39837a11,Dezembro,Filial Norte,3866
b198cc47,Julho,Filial Norte,3929
37ff7111,Junho,Matriz,4789
ee7cbde9,Marco,Filial Nordeste,776
0b44eac5,Julho,Matriz,2907
da73be10,Abril,Matriz,610
ee8fed31,Novembro,Matriz,2354
0bee3540,Janeiro,Matriz,3022
2f40296c,Marco,Filial Sul,2174
a4b2188f,Abril,Filial Norte,3003
16439e82,Junho,Filial Norte,4438
371b69b0,Julho,Matriz,1302
5de269df,Novembro,Filial Sul,3186
854391c0,Setembro,Filial Nordeste,4150
aa5f81fd,Maio,Matriz,2792
980fc462,Dezembro,Filial Norte,673
97d27996,Agosto,Filial Norte,2115
b004d60d,Marco,Filial Norte,240
f4317dc4,Marco,Matriz,1607
2d9d2b05,Maio,Filial Sul,1810
01d0146e,Novembro,Filial Sul,1274
8e93099b,Agosto,Matriz,4604
f00eeb17,Fevereiro,Filial Nordeste,3004
42005dcf,Junho,Filial Nordeste,1626
b48da593,Fevereiro,Filial Sul,1778
b4d7cf37,Dezembro,Filial Sul,4593
02037c8b,Maio,Filial Nordeste,1550
26ee87bb,Julho,Filial Norte,3752
ffad8538,Setembro,Filial Norte,2950
9ecb0fec,Dezembro,Filial Norte,337
dc779013,Novembro,Filial Norte,2455
e1ee5609,Dezembro,Filial Norte,1514
6e146107,Marco,Matriz,4758
962ca2bf,Agosto,Matriz,3880
3b4ef8e4,Marco,Filial Nordeste,3024
a611099e,Maio,Filial Sul,145
4a2629ff,Abril,Filial Sul,1328
00c71d73,Outubro,Filial Sul,2598
605d0881,Dezembro,Matriz,1259
835fe65d,Julho,Matriz,1147
ef0f0fae,Novembro,Filial Sul,3003
be712965,Dezembro,Filial Sul,1952
dc775fdd,Outubro,Filial Norte,3401
ccc9c802,Outubro,Filial Nordeste,1432
f490cf64,Julho,Filial Norte,3447
922bacaf,Janeiro,Filial Norte,1135
d3fd6123,Julho,Filial Sul,1954
e6a00aaf,Setembro,Filial Nordeste,2890
70b5ea3c,Dezembro,Matriz,4728
66285415,Maio,Filial Norte,1716
92855871,Julho,Filial Norte,2528
bd5457cc,Fevereiro,Matriz,2757
3b83c991,Junho,Filial Norte,1428
cb70a5bd,Dezembro,Matriz,2585
c367fb9f,Maio,Filial Norte,1357
431100bf,Setembro,Matriz,764
32af8b5d,Dezembro,Filial Norte,2150
521ce4bb,Outubro,Matriz,4294
4c245b6f,Maio,Filial Norte,2743
2af1236b,Junho,Filial Sul,4952
5966b98b,Maio,Filial Nordeste,3533
a8e3ab81,Junho,Filial Sul,4657
31edc17a,Junho,Filial Nordeste,344
94b53fde,Novembro,Filial Nordeste,1188
b5a79bf4,Marco,Matriz,265
e405213f,Marco,Filial Nordeste,2656
1d8b4220,Outubro,Filial Sul,2656
012bd9fe,Abril,Filial Nordeste,1854
0152005d,Julho,Filial Nordeste,2392
628f461e,Dezembro,Filial Sul,2775
c1ae33b7,Junho,Filial Sul,703
556d32cd,Fevereiro,Matriz,808
706fae24,Julho,Matriz,3853
97b7a76a,Fevereiro,Matriz,4924
566f707d,Julho,Filial Norte,1212
d7c4ab8b,Agosto,Matriz,2559
aaffc5f2,Janeiro,Filial Nordeste,2228
d0a5d838,Junho,Filial Sul,368
626e6bc3,Julho,Filial Sul,2934
7e48da85,Maio,Matriz,1225
7d3396e2,Dezembro,Filial Norte,4432
b9d2cf64,Outubro,Matriz,4133
79dd9eea,Novembro,Filial Sul,2040
0da757a0,Agosto,Filial Norte,995
f931f1ba,Abril,Filial Norte,4990
a2537959,Maio,Matriz,4049
0943c7d1,Maio,Filial Nordeste,585
618d7332,Dezembro,Filial Sul,2315
c0fae85f,Junho,Filial Sul,1477
9d7be16b,Fevereiro,Filial Sul,3708
99deea3a,Janeiro,Filial Sul,4851
ef9076af,Maio,Filial Nordeste,3260
18f65bcc,Setembro,Filial Nordeste,2321
472a6830,Marco,Filial Norte,2166
82ce898b,Julho,Filial Norte,2945
4e6e2390,Novembro,Filial Sul,2724
99c5c870,Novembro,Matriz,4967
085008be,Abril,Filial Sul,2307
1be5000e,Julho,Matriz,948
3fbd1562,Fevereiro,Filial Norte,3425
5b30485f,Marco,Filial Nordeste,2739
0005772d,Fevereiro,Filial Sul,453
b9790486,Setembro,Filial Sul,1222
614a33b6,Fevereiro,Filial Sul,2503
53dd4a76,Fevereiro,Filial Sul,4466
7e1529c1,Maio,Filial Sul,3352
76744941,Novembro,Filial Sul,4973
b82813fc,Agosto,Filial Sul,1554
d6f57b92,Agosto,Filial Norte,3441
54bcfa94,Agosto,Matriz,3076
1915dc07,Marco,Matriz,4652
42603915,Junho,Filial Norte,4423
383e56ea,Agosto,Matriz,3839
c220a065,Julho,Filial Norte,3519
c858474d,Abril,Filial Nordeste,480
dbbd0880,Setembro,Filial Norte,776
a16aab56,Maio,Filial Nordeste,2130
33997a8a,Setembro,Filial Sul,3184
00e7e113,Fevereiro,Filial Sul,4869
fe359b0a,Fevereiro,Filial Nordeste,4315
98396f92,Outubro,Filial Nordeste,4583
23f5efdd,Novembro,Filial Nordeste,436
962ddb2d,Janeiro,Matriz,396
df01c99b,Dezembro,Filial Nordeste,4245
bbdd2c05,Abril,Filial Sul,1470
f2585be5,Janeiro,Filial Norte,1781
84a48904,Agosto,Filial Nordeste,2179
84e7bdbb,Abril,Filial Nordeste,2124
ebe1cf0c,Maio,Filial Nordeste,172
3b7c8d05,Janeiro,Filial Sul,4304
6b64014e,Marco,Matriz,430
3d7e6bfb,Setembro,Filial Norte,1109
a76315db,Junho,Filial Sul,1655
db367ca4,Maio,Matriz,4086
75dc762a,Junho,Filial Nordeste,3777
c52b7815,Novembro,Matriz,1599
c9609ec6,Julho,Matriz,2166
e4cb5b70,Abril,Filial Nordeste,3399
d45b011e,Setembro,Filial Nordeste,713
6f9864ee,Junho,Filial Sul,2539
05320500,Marco,Filial Sul,3284
aaebc9d0,Junho,Filial Sul,3315
887e4395,Agosto,Matriz,1666
afcd55cd,Marco,Filial Nordeste,464
eb9a3edf,Maio,Filial Norte,4303
54fc408e,Fevereiro,Matriz,2453
e0ff330f,Maio,Filial Norte,3706
9ed41d90,Abril,Filial Nordeste,478
cf945ea4,Fevereiro,Filial Sul,4531
faffae80,Dezembro,Filial Nordeste,1520
b306c9cc,Janeiro,Matriz,1977
1b08e846,Fevereiro,Filial Nordeste,3942
aa6aa1ff,Agosto,Filial Sul,1418
5b77cdf8,Marco,Matriz,2682
5d696a21,Fevereiro,Filial Nordeste,2761
51d9cc89,Setembro,Matriz,1238
6c97c523,Abril,Filial Norte,4745
0c0806dd,Fevereiro,Filial Nordeste,3540
b12b99c0,Janeiro,Filial Norte,4710
e47e6966,Outubro,Filial Norte,4476
7f94885f,Abril,Filial Norte,716
0b9ae441,Julho,Filial Norte,3381
6055df57,Setembro,Matriz,4783
dac1ab98,Fevereiro,Filial Nordeste,2871
d7496241,Outubro,Filial Nordeste,4673
8527dc89,Abril,Filial Norte,1147
120189f2,Fevereiro,Filial Sul,4674
7a05d3e7,Novembro,Filial Nordeste,2931
7f590a9c,Maio,Filial Norte,2371
733a3c15,Outubro,Filial Sul,4464
45d9543e,Marco,Filial Norte,2351
7a31b963,Marco,Filial Norte,121
add66753,Fevereiro,Matriz,2812
0299f2da,Julho,Filial Norte,2470
36234a73,Julho,Filial Sul,2098
12a87d5f,Outubro,Filial Nordeste,2071
444e4152,Dezembro,Filial Norte,4892
da52a18a,Novembro,Filial Nordeste,349
f7af0e00,Novembro,Filial Norte,1578
7467e639,Outubro,Matriz,3699
5cb97ce8,Dezembro,Filial Sul,659
19665704,Fevereiro,Filial Sul,1624
18de7580,Janeiro,Filial Nordeste,3693
49573a36,Setembro,Filial Norte,1489
b8fc94b6,Novembro,Filial Sul,2342
5cb0d38a,Abril,Filial Norte,1949
22a2763e,Novembro,Filial Sul,3430
222f3c03,Abril,Matriz,1876
b3531608,Fevereiro,Filial Norte,4904
02e63416,Novembro,Matriz,3065
49a9c167,Agosto,Matriz,4436
81ee40aa,Julho,Filial Nordeste,1345
4c9f310b,Maio,Filial Norte,1989
5ef2956f,Dezembro,Matriz,4367
db3ae197,Novembro,Filial Norte,3746
2fcc15a4,Julho,Filial Sul,3273
8107cf1f,Maio,Filial Sul,4312
4456860a,Junho,Filial Norte,3002
817cf920,Fevereiro,Filial Nordeste,3542
3f8ef84c,Marco,Filial Nordeste,4482
32fdbffa,Setembro,Filial Sul,4272
699b188e,Marco,Matriz,4866
1278a616,Fevereiro,Matriz,2728
9cd1f7bd,Maio,Filial Sul,2880
6837c22b,Dezembro,Filial Nordeste,3441
b9e6c729,Novembro,Filial Sul,4453
20fd84fc,Outubro,Matriz,191
25a4c430,Outubro,Filial Sul,4691
b60177ac,Setembro,Matriz,2705
b0d35b2e,Dezembro,Matriz,2857
3bb149bc,Dezembro,Filial Sul,1838
255fec88,Junho,Filial Norte,2517
240cc54c,Marco,Matriz,2355
a3f142a0,Setembro,Filial Norte,1580
0f180d6e,Novembro,Filial Norte,1175
aba99f14,Setembro,Filial Norte,128
5ce76bee,Marco,Filial Nordeste,126
d4300ad4,Outubro,Filial Nordeste,2485
c7d2d994,Marco,Matriz,632
bd359f4b,Outubro,Matriz,3608
93bf6cf8,Junho,Filial Nordeste,183
ee415062,Maio,Filial Nordeste,4854
5a6ff7a3,Julho,Filial Norte,2529
c24a78a5,Marco,Matriz,1362
ac11be1d,Janeiro,Matriz,2150
4517420e,Junho,Filial Nordeste,4079
76039e3b,Dezembro,Filial Norte,2401
56c280d2,Abril,Filial Sul,121
dc794526,Junho,Matriz,4628
3abf6d78,Novembro,Filial Sul,390
22834b48,Outubro,Matriz,1768
1e7e54be,Maio,Filial Nordeste,1369
43999357,Agosto,Filial Norte,1820
7a8a11b6,Novembro,Matriz,2340
801813d3,Novembro,Filial Nordeste,470
fbb4ca43,Dezembro,Filial Norte,4414
412bcb2a,Julho,Filial Norte,4762
10410003,Dezembro,Filial Norte,522
670b72a0,Dezembro,Matriz,3062
e38130e7,Agosto,Filial Sul,731
2669ad37,Dezembro,Matriz,860
2d918bd5,Dezembro,Filial Sul,3893
5e1fb22a,Janeiro,Filial Sul,3363
cd6ddf30,Setembro,Filial Norte,4636
3875ad50,Janeiro,Filial Nordeste,3332
c49ed751,Fevereiro,Filial Sul,4208
a2c05c70,Janeiro,Filial Nordeste,4083
ca86d32b,Agosto,Filial Norte,2542
1dd84cb3,Agosto,Filial Sul,3457
46328548,Setembro,Filial Nordeste,3658
487b2748,Janeiro,Matriz,2288
518f155a,Agosto,Filial Sul,2238
cb57700a,Fevereiro,Filial Nordeste,3198
74d1012a,Novembro,Matriz,4640
7126f3b5,Maio,Filial Nordeste,1768
cf7e2370,Dezembro,Filial Norte,1788
faf11246,Setembro,Filial Sul,2254
88166ed4,Janeiro,Matriz,1676
2f780adb,Maio,Filial Sul,303
e89b9de7,Abril,Filial Sul,969
c5acafbf,Novembro,Filial Nordeste,1069
be70ada2,Agosto,Filial Norte,2758
5f091f35,Outubro,Filial Nordeste,4889
0664d99e,Setembro,Filial Sul,731
42bda673,Agosto,Filial Sul,3511
30892081,Outubro,Filial Norte,2336
361a9362,Dezembro,Filial Nordeste,4947
f0cc7858,Outubro,Filial Sul,1188
b88d4be2,Junho,Filial Norte,3169
7c495fe4,Agosto,Filial Nordeste,2852
473bf56c,Dezembro,Filial Sul,1048
485bb8e3,Fevereiro,Filial Sul,3161
91140079,Agosto,Filial Sul,1635
498ea82e,Outubro,Filial Norte,841
f280598e,Outubro,Filial Nordeste,3025
f7a551b8,Setembro,Filial Sul,3610
6a9e8d13,Junho,Matriz,2664
e75c54cf,Janeiro,Filial Nordeste,2754
a5db7bc6,Dezembro,Matriz,757
9de4f117,Fevereiro,Matriz,3852
a7d99095,Dezembro,Filial Nordeste,3214
1ebe7ba1,Marco,Matriz,1100
5f6cf441,Novembro,Filial Nordeste,767
b8e667f4,Maio,Filial Sul,138
ed44f719,Novembro,Filial Sul,4064
6981166f,Setembro,Filial Norte,2148
58d69462,Maio,Matriz,4480
54d65452,Abril,Matriz,3876
e7ff5a90,Abril,Matriz,2423
3679fdaf,Marco,Filial Nordeste,4241
bd13dce5,Dezembro,Filial Sul,346
a8ffb972,Setembro,Filial Sul,3175
7b168100,Agosto,Filial Sul,460
a15d53d7,Marco,Filial Sul,3073
4e037c7e,Fevereiro,Filial Nordeste,1870
f6a93fe0,Novembro,Filial Nordeste,1281
0f26c3b9,Junho,Filial Norte,1494
a8a9593b,Marco,Filial Sul,117
fdce97e7,Setembro,Filial Norte,268
8fd611a1,Abril,Filial Norte,833
a88da71a,Junho,Filial Nordeste,2314
b4e4984e,Agosto,Filial Norte,2360
bc35ce79,Agosto,Filial Norte,988
d53c1971,Outubro,Filial Norte,2521
04af20bc,Dezembro,Filial Norte,2561
cdc436d1,Julho,Filial Norte,3211
5178efc0,Maio,Filial Nordeste,2859
785d4e07,Marco,Matriz,3827
45f55340,Setembro,Filial Norte,2884
1feec67c,Abril,Filial Nordeste,4429
115d276f,Janeiro,Filial Nordeste,2729
f11f6f83,Fevereiro,Filial Sul,4368
14d2646a,Marco,Filial Nordeste,3421
fab383eb,Setembro,Filial Sul,4608
7de75831,Abril,Filial Sul,1951
eeafb91e,Outubro,Filial Nordeste,3468
6eb9a388,Janeiro,Matriz,1168
aadd317c,Novembro,Filial Norte,2498
7b87e179,Julho,Filial Norte,4212
51054f6d,Julho,Matriz,1025
ec950a99,Marco,Filial Nordeste,3918
b4f0e7d2,Dezembro,Filial Nordeste,1445
474596f1,Janeiro,Matriz,100
40e1069f,Agosto,Filial Nordeste,4431
77e7d8a2,Maio,Filial Sul,2301
9f09f014,Maio,Filial Nordeste,2992
44d74805,Agosto,Filial Sul,1375
e845daa3,Agosto,Filial Norte,4525
e079e1d0,Julho,Filial Norte,4896
8cada0f8,Julho,Matriz,4446
e29b4d3d,Julho,Filial Norte,2264
ed0d6e47,Marco,Matriz,2867
930708b9,Novembro,Filial Norte,4646
469b0298,Junho,Filial Nordeste,4093
c466c11e,Setembro,Filial Sul,842
15a27bf3,Setembro,Filial Norte,4946
fdf7e9dc,Outubro,Filial Sul,542
d92f3c4a,Agosto,Filial Sul,4653
e89e66ef,Junho,Filial Sul,4122
8124bc38,Setembro,Matriz,1643
0dac4a32,Junho,Matriz,1764
c9c2131b,Outubro,Matriz,2484
f75c63ac,Marco,Matriz,2610
8c9a8c14,Janeiro,Filial Sul,4179
4af1523c,Julho,Matriz,1210
9071ad85,Setembro,Filial Norte,4977
ce28c34a,Outubro,Filial Sul,1807
50bd10eb,Marco,Filial Nordeste,971
159c2efd,Outubro,Filial Norte,1155
f8ec70bb,Janeiro,Filial Nordeste,2237
b59d4e0c,Abril,Filial Sul,1973
7dbcd787,Fevereiro,Filial Sul,3641
9b413f51,Marco,Filial Sul,2215
6ad347c3,Agosto,Filial Norte,3239
08a0ce2d,Agosto,Matriz,3467
afdfc1c0,Janeiro,Filial Norte,2610
9b6c50b7,Junho,Filial Norte,177
7bc81747,Marco,Filial Norte,2390
736987d7,Fevereiro,Filial Norte,2771
