Id_Transacao,Mes,Loja,Valor
a49520f5,Novembro,Filial Nordeste,3776
b170b43b,Novembro,Matriz,3517
b5fde925,Dezembro,Filial Norte,1210
5938ddbb,Agosto,Filial Nordeste,3141
3f5ccad5,Fevereiro,Filial Norte,4885
253a0d8f,Marco,Filial Norte,4249
9128e8bf,Abril,Filial Sul,1263
c2d2fa62,Novembro,Filial Norte,263
6ac6a3b1,Novembro,Filial Nordeste,1844
8a253eb7,Novembro,Filial Nordeste,3504
2ca2b721,Fevereiro,Filial Sul,3406
c41c09aa,Novembro,Filial Sul,3915
08ccb6da,Setembro,Matriz,511
35d97985,Marco,Filial Nordeste,344
4983b944,Outubro,Matriz,588
2034578f,Novembro,Matriz,1019
3725e842,Marco,Filial Norte,728
b78667b9,Agosto,Filial Norte,3644
b947058c,Maio,Matriz,4199
37e28aa9,Julho,Filial Norte,2873
48dea3eb,Junho,Filial Norte,1757
8205dd55,Setembro,Matriz,678
788c3f5a,Novembro,Filial Nordeste,4162
b3d889bc,Junho,Filial Nordeste,1383
f62de9a8,Novembro,Filial Nordeste,3526
33ffe8b8,Novembro,Filial Sul,441
1c9f4be5,Dezembro,Filial Norte,1629
29f9402c,Maio,Filial Sul,968
a7e16899,Fevereiro,Filial Nordeste,1409
cd5a5351,Setembro,Filial Sul,2946
4a41c4bb,Maio,Matriz,4978
f79c4029,Agosto,Matriz,795
fde09713,Novembro,Filial Nordeste,2172
8bf8c3bd,Agosto,Filial Sul,1216
899b0711,Maio,Filial Sul,2274
32a9415e,Abril,Filial Sul,2895
9709a2a2,Novembro,Filial Norte,1288
701a72a6,Junho,Filial Norte,4118
fb2091d8,Outubro,Matriz,1509
a28373e8,Maio,Matriz,1924
f2b02aa3,Outubro,Filial Nordeste,127
1cd7be33,Julho,Filial Sul,1803
73b05d06,Junho,Filial Sul,699
7d8e2228,Outubro,Filial Nordeste,2991
9b97b0c7,Dezembro,Matriz,3538
56a5f70f,Agosto,Filial Norte,1166
48ac184f,Fevereiro,Matriz,802
c67344f2,Abril,Filial Sul,471
21fd2449,Abril,Filial Norte,556
1ef446aa,Marco,Matriz,1139
367e8d68,Setembro,Matriz,4393
672fd5d4,Maio,Matriz,1289
4160708c,Junho,Filial Sul,3082
91179fa1,Novembro,Filial Norte,2516
48c7e2c1,Dezembro,Filial Sul,3105
af267152,Dezembro,Filial Nordeste,175
833a96c9,Maio,Filial Sul,4389
921d2b1c,Marco,Filial Sul,4413
67968557,Marco,Filial Norte,1858
f589c916,Marco,Filial Nordeste,2960
f83562f8,Maio,Filial Sul,889
a21191db,Julho,Filial Norte,1718
7fc8397d,Janeiro,Filial Norte,2609
2bd4ef1c,Junho,Filial Sul,4713
bf8377da,Abril,Filial Norte,4072
4f1bbb12,Junho,Filial Nordeste,3903
92ed0494,Julho,Matriz,3543
a377510a,Junho,Filial Sul,1092
3384923f,Janeiro,Filial Norte,4823
1144df58,Outubro,Filial Norte,4005
f9ef2f8b,Abril,Filial Sul,3350
6ef409db,Abril,Filial Norte,2326
21f2e3e3,Agosto,Filial Nordeste,416
ab19a3b5,Fevereiro,Filial Nordeste,3032
38fd3b5c,Marco,Matriz,2019
f986e4e3,Agosto,Matriz,236
d2706ce0,Outubro,Matriz,3689
67cbc2b5,Marco,Matriz,2958
2fb5bc47,Agosto,Filial Nordeste,2644
bfed7479,Outubro,Filial Sul,4242
4152e1ee,Dezembro,Filial Nordeste,510
c06e9add,Fevereiro,Filial Nordeste,3842
115f283d,Dezembro,Filial Sul,3578
9a9bdb76,Junho,Matriz,3623
6e6cf344,Novembro,Filial Sul,3522
e2caaed2,Novembro,Matriz,2969
b9107b2d,Janeiro,Filial Norte,2098
8cfab267,Dezembro,Filial Nordeste,1696
b03cbeb0,Outubro,Matriz,4096
363bdb29,Fevereiro,Filial Sul,2042
d69867a7,Agosto,Filial Nordeste,2486
4384e7ec,Outubro,Filial Nordeste,4318
56c25f77,Agosto,Matriz,3007
8af4c551,Junho,Filial Sul,4803
e336aa95,Dezembro,Filial Nordeste,1135
7eed5cf0,Dezembro,Matriz,2092
bdb8044a,Junho,Filial Norte,2798
a5be286c,Dezembro,Filial Norte,3997
d0ea6c27,Fevereiro,Filial Norte,353
c68b901b,Dezembro,Filial Norte,219
db0505ae,Maio,Filial Nordeste,3371
3e81ddda,Agosto,Matriz,233
440c757e,Setembro,Filial Nordeste,3720
ebb95098,Dezembro,Matriz,823
e46ca646,Setembro,Matriz,3816
6cc6639e,Junho,Filial Nordeste,1418
de075175,Outubro,Filial Sul,4826
e242414b,Dezembro,Filial Nordeste,1813
92ab52aa,Julho,Filial Norte,4845
85267fa6,Outubro,Filial Norte,3179
84b0bc23,Janeiro,Filial Nordeste,2328
19fdc1af,Setembro,Filial Norte,3129
5a1703d9,Julho,Filial Nordeste,2516
c7e8070c,Agosto,Filial Sul,2936
b5691b1f,Maio,Matriz,4371
6d0a678d,Junho,Matriz,2457
de270fc1,Abril,Filial Sul,1497
b017c4cb,Janeiro,Filial Nordeste,3495
18495f64,Janeiro,Filial Norte,3115
95320327,Abril,Filial Sul,1689
1a0d3895,Maio,Filial Nordeste,4864
1e3d883a,Janeiro,Filial Nordeste,2605
97540766,Abril,Filial Sul,388
c2824e27,Julho,Filial Norte,2776
f9895160,Marco,Filial Sul,554
317ba104,Marco,Filial Nordeste,2332
6dd16fd8,Maio,Filial Sul,4762
21226f8b,Abril,Filial Nordeste,549
d4ea9b99,Junho,Filial Sul,2112
ee348162,Julho,Filial Nordeste,1737
14a1484d,Janeiro,Filial Nordeste,4468
3d978837,Setembro,Matriz,2985
e20ac695,Junho,Filial Norte,259
328d39e5,Julho,Filial Nordeste,2312
5ac39430,Janeiro,Filial Norte,4352
4f3e0e0e,Marco,Matriz,3167
07b7a10b,Novembro,Filial Norte,2291
02a59201,Dezembro,Matriz,513
8e7ec822,Outubro,Matriz,2882
2776ab72,Junho,Filial Norte,659
2dec459b,Julho,Filial Sul,3160
71cc82ea,Novembro,Filial Nordeste,2764
b53e3557,Outubro,Filial Norte,4364
92a0fed4,Novembro,Filial Nordeste,3015
a1d72b8c,Janeiro,Matriz,1903
35a77007,Agosto,Matriz,4825
555f2b04,Agosto,Matriz,1495
6a56b46c,Novembro,Matriz,619
2936c406,Agosto,Matriz,4602
3f278287,Maio,Matriz,4079
c32e41b0,Junho,Filial Sul,4408
5ac1dc11,Setembro,Matriz,1380
7a6137b8,Setembro,Filial Nordeste,4500
63696afa,Agosto,Matriz,684
c5064d39,Julho,Matriz,2407
d2dbe961,Maio,Matriz,1668
e73167e6,Marco,Filial Norte,2173
d4fb5a58,Novembro,Filial Sul,574
a29e2577,Outubro,Matriz,4553
bdd4b088,Novembro,Filial Nordeste,3941
4647ffff,Novembro,Filial Nordeste,2799
fd1ee502,Dezembro,Filial Norte,3013
405a630f,Marco,Matriz,2546
05490ea9,Maio,Matriz,2739
50c05b39,Marco,Filial Norte,3408
c72906e4,Julho,Filial Nordeste,3009
c0b82b10,Dezembro,Matriz,1998
ebacef89,Junho,Filial Nordeste,245
45a0b4ed,Abril,Filial Sul,3734
c1882c2d,Dezembro,Filial Nordeste,1518
f7a1e16a,Maio,Matriz,2647
8c21c2eb,Outubro,Filial Sul,4791
e75fee55,Setembro,Filial Norte,1914
eba1202a,Junho,Matriz,846
06c2f305,Dezembro,Filial Norte,1929
2c7247e3,Junho,Filial Sul,1411
9c20ba8a,Agosto,Filial Norte,4594
058b40a8,Janeiro,Filial Norte,4100
3c47c0a4,Outubro,Matriz,537
c54f5a9a,Junho,Filial Norte,2719
0c23a17b,Fevereiro,Filial Sul,1218
ffc97525,Abril,Matriz,4548
147de633,Dezembro,Filial Sul,297
5235d253,Marco,Filial Nordeste,2334
4eeef9c4,Agosto,Matriz,3046
5daa9a3a,Maio,Filial Sul,194
500b2ce1,Junho,Matriz,2129
f2112c78,Fevereiro,Matriz,3069
94d52bac,Junho,Filial Nordeste,2721
0aa31024,Dezembro,Filial Sul,1163
9a93b944,Marco,Filial Nordeste,2143
90cc8b6d,Dezembro,Filial Nordeste,3095
380554ef,Outubro,Filial Sul,1973
1ba3d595,Novembro,Filial Sul,1970
7b8adf4a,Abril,Matriz,1664
681e9799,Dezembro,Filial Norte,913
158b9347,Agosto,Filial Norte,4074
d259e8a0,Julho,Filial Sul,668
201e6393,Novembro,Filial Norte,2495
fa3a2033,Julho,Filial Norte,3041
ab377bdd,Maio,Filial Sul,1325
74bde7f6,Dezembro,Filial Norte,528
8a0bd109,Outubro,Filial Norte,2885
4555dbdb,Novembro,Filial Sul,1639
a5cb4aff,Marco,Filial Nordeste,3824
32d95cf0,Dezembro,Filial Norte,136
8fa09dee,Novembro,Filial Norte,4310
17139906,Janeiro,Filial Norte,4985
4142d4eb,Abril,Filial Norte,3711
d49ca356,Julho,Matriz,4786
62334c08,Setembro,Matriz,1609
1138bd69,Abril,Matriz,2159
0bcb6296,Setembro,Filial Sul,947
a9fc7d5a,Junho,Filial Nordeste,1574
50de6f94,Marco,Matriz,3676
9b11fcfc,Setembro,Filial Sul,4374
1527bbec,Marco,Filial Nordeste,4952
84fa5e35,Maio,Matriz,1983
eaee220f,Maio,Matriz,164
ceb343c6,Outubro,Matriz,2235
a372fa3e,Junho,Filial Norte,3061
f488b2f5,Junho,Filial Norte,1453
b04f939e,Fevereiro,Filial Nordeste,809
2ba550ee,Dezembro,Filial Sul,3213
56fa8ceb,Abril,Filial Sul,1177
72bdbe65,Agosto,Filial Nordeste,4189
c14ad252,Janeiro,Matriz,2435
bf645bd9,Setembro,Filial Norte,3572
4abf876b,Setembro,Filial Sul,3273
68c59951,Dezembro,Filial Nordeste,4781
86e2f97e,Novembro,Filial Norte,4229
91131733,Julho,Filial Norte,2804
6f0d01fc,Janeiro,Filial Norte,3872
c35e01ed,Julho,Filial Norte,1178
3ef98ef6,Outubro,Filial Sul,3619
8eeaac3c,Maio,Filial Norte,595
082f99dd,Agosto,Filial Norte,622
d49e61b0,Novembro,Filial Norte,4982
4059b36c,Junho,Filial Sul,2748
3de2517e,Julho,Matriz,157
acc1facf,Maio,Filial Sul,4050
40a92940,Marco,Filial Nordeste,2183
4d46e005,Junho,Filial Norte,2937
016e2498,Marco,Filial Nordeste,1038
3859670d,Junho,Filial Norte,1776
7075abef,Julho,Filial Sul,3488
8abeee35,Fevereiro,Filial Nordeste,1987
e037d0ed,Agosto,Filial Sul,2626
e2c3cbf3,Dezembro,Filial Nordeste,718
ba2f3720,Fevereiro,Filial Nordeste,4138
8aa17583,Maio,Filial Norte,1456
5ce18a4a,Julho,Matriz,1228
f55c0994,Dezembro,Filial Nordeste,968
96374783,Novembro,Matriz,295
920ad4d4,Abril,Filial Nordeste,3400
c7167248,Fevereiro,Filial Sul,3506
e5740973,Julho,Filial Nordeste,1514
2a6604c1,Agosto,Filial Norte,813
3771a15d,Setembro,Filial Norte,1279
a83fa7b9,Novembro,Matriz,1838
51f5caef,Fevereiro,Filial Nordeste,3149
b2be056d,Maio,Filial Sul,1591
8573e1cf,Setembro,Filial Norte,1878
7394cb52,Outubro,Matriz,2451
7bd60b4e,Agosto,Filial Nordeste,4460
b7174d07,Fevereiro,Filial Nordeste,1520
18f699ac,Dezembro,Filial Nordeste,203
38af43b9,Janeiro,Filial Sul,4803
3321fbdc,Agosto,Filial Sul,407
3a1b6427,Abril,Filial Sul,248
2d0734f2,Julho,Matriz,1840
ff449bff,Janeiro,Matriz,1335
51e328a3,Janeiro,Filial Norte,3842
06428fe9,Agosto,Filial Nordeste,1339
4f7f3bf8,Maio,Filial Sul,2544
6f1f027d,Agosto,Filial Norte,577
279fbdc4,Fevereiro,Filial Sul,3192
475303cb,Dezembro,Filial Nordeste,3136
76d321a5,Maio,Filial Nordeste,1838
5fad1f20,Abril,Matriz,2801
99c54f9a,Junho,Filial Norte,2323
51fa2cc6,Setembro,Filial Sul,1531
ea2e7167,Maio,Filial Norte,4793
cb358d54,Julho,Filial Norte,4259
aec64aa8,Dezembro,Filial Sul,4137
623ddacb,Novembro,Matriz,437
491e1473,Dezembro,Filial Sul,3645
811faa89,Abril,Filial Norte,1337
7e300c17,Junho,Matriz,4399
105302b5,Fevereiro,Filial Norte,1238
948a8dd6,Novembro,Matriz,2928
7d8bb1ef,Abril,Matriz,3250
7f2258d7,Setembro,Matriz,820
000738f8,Julho,Filial Nordeste,4661
c61e74cb,Junho,Filial Norte,3470
aa99ddad,Fevereiro,Filial Sul,2411
08bda5c7,Abril,Filial Norte,4269
e8203c24,Fevereiro,Filial Sul,3188
3fd48f81,Marco,Filial Sul,3830
331e0917,Julho,Filial Nordeste,464
5d2121e8,Novembro,Filial Nordeste,3926
1928925f,Dezembro,Matriz,4199
1e9b55b2,Janeiro,Filial Nordeste,4251
f635ce06,Janeiro,Filial Sul,4068
48553656,Outubro,Filial Sul,2308
e13bb232,Janeiro,Filial Sul,756
8b65fc0c,Novembro,Filial Sul,1380
90aee489,Agosto,Filial Nordeste,3634
d282a054,Novembro,Filial Sul,800
2cfb3925,Abril,Filial Nordeste,1471
dd9b53bd,Maio,Filial Sul,1217
f7825cbc,Setembro,Filial Norte,958
98bac24d,Maio,Filial Sul,3584
7fe85423,Outubro,Filial Nordeste,3159
0b7267a8,Dezembro,Matriz,675
13a765ad,Maio,Filial Norte,4589
d2a15e2f,Marco,Filial Sul,4819
5529b893,Maio,Filial Sul,4940
66956357,Agosto,Filial Norte,3692
ba4372b7,Dezembro,Filial Sul,1640
b73cd37c,Setembro,Filial Sul,2959
da1afa8f,Outubro,Filial Nordeste,921
f76f7a52,Marco,Filial Nordeste,169
3b0e5f60,Julho,Filial Nordeste,2662
e2b75c96,Agosto,Matriz,4644
54d239b9,Dezembro,Filial Sul,756
39649357,Abril,Filial Sul,2032
6ff242cc,Junho,Filial Sul,1942
47be7bdc,Agosto,Filial Norte,2577
39a7aeb6,Junho,Matriz,3941
9329471c,Abril,Filial Norte,746
dfca513d,Julho,Filial Sul,3413
ac68d30c,Agosto,Filial Nordeste,1226
bfc70504,Outubro,Filial Norte,1874
6e92f203,Abril,Matriz,161
59b4efbf,Novembro,Filial Sul,3208
f2df0a92,Marco,Filial Nordeste,3175
5bb0529d,Outubro,Matriz,3576
a7826617,Setembro,Filial Sul,2356
ecb13f87,Dezembro,Filial Sul,4524
ce861cba,Setembro,Matriz,1429
17b98905,Novembro,Filial Nordeste,4722
a0fc05e6,Maio,Filial Nordeste,2524
a83058fe,Maio,Filial Norte,981
7bc1f73c,Julho,Filial Nordeste,1125
efb7c54b,Abril,Matriz,2220
a43e2a50,Junho,Matriz,1063
4f4edf81,Novembro,Filial Norte,1526
d4de0c93,Marco,Filial Sul,1530
100124db,Novembro,Filial Nordeste,1299
86cd4ecc,Marco,Filial Nordeste,3440
fe4b935b,Dezembro,Filial Norte,3014
ff83b4bc,Maio,Filial Sul,2660
cc426d39,Outubro,Filial Sul,2022
3490dbc7,Dezembro,Filial Norte,2395
8c06a254,Janeiro,Matriz,1028
a3c4e8f9,Fevereiro,Matriz,1712
f7fff060,Janeiro,Filial Norte,2694
cbead514,Fevereiro,Filial Nordeste,2444
c491110e,Junho,Filial Sul,824
f94b84df,Outubro,Filial Nordeste,3496
897da218,Outubro,Matriz,133
f428fce8,Setembro,Matriz,135
09bff16d,Fevereiro,Filial Norte,3006
3a48dbb1,Outubro,Filial Nordeste,1718
ac88a2b6,Junho,Filial Nordeste,2116
e017fc94,Marco,Filial Sul,2412
cdcb1dc5,Fevereiro,Filial Sul,1470
6489af44,Dezembro,Filial Nordeste,3693
2e1937ea,Maio,Filial Nordeste,4805
9767553d,Dezembro,Matriz,917
82560792,Junho,Filial Sul,3089
173a1e46,Novembro,Filial Sul,1242
7d9cbd5e,Junho,Filial Norte,3089
b1a0e591,Outubro,Filial Sul,960
a891a085,Dezembro,Filial Nordeste,2850
fc6a15b8,Outubro,Matriz,2544
0259d26e,Abril,Filial Norte,1262
585ca26e,Abril,Matriz,3832
aae86600,Maio,Filial Sul,2020
7d25587f,Agosto,Matriz,1160
18f4e35f,Janeiro,Filial Sul,564
f7eded2f,Maio,Matriz,2028
469ddb58,Fevereiro,Matriz,2199
99741d12,Dezembro,Matriz,4560
403e89cc,Agosto,Filial Norte,3971
b437ffbe,Novembro,Filial Norte,574
834cc9ac,Abril,Filial Sul,4891
6c72f75c,Maio,Filial Nordeste,2462
7d5cc21f,Setembro,Matriz,2316
10b88797,Junho,Matriz,4079
8cfc290c,Agosto,Filial Sul,2759
d19d9a93,Dezembro,Filial Norte,4447
6d52ba80,Fevereiro,Filial Sul,2144
056fd446,Julho,Matriz,2012
e0fb65ed,Agosto,Matriz,125
b8b5ba82,Setembro,Filial Sul,389
eb731e55,Janeiro,Matriz,4029
7123f3ba,Julho,Filial Sul,2507
acdd91f1,Maio,Filial Nordeste,3406
db9db123,Fevereiro,Filial Sul,4440
de675691,Abril,Filial Nordeste,4555
be058e4f,Fevereiro,Matriz,3499
25f419b5,Fevereiro,Filial Nordeste,3202
a0acc3ee,Marco,Filial Norte,4776
148c958e,Janeiro,Filial Nordeste,2868
36300123,Julho,Filial Norte,3036
cf9710ba,Junho,Filial Norte,3591
21b40e7f,Novembro,Filial Sul,4399
8ddf0c42,Julho,Filial Nordeste,821
deb4826e,Outubro,Filial Norte,3214
6c88ca14,Fevereiro,Filial Nordeste,4181
77b677ba,Marco,Matriz,4929
b638e58e,Marco,Filial Norte,3814
f772445b,Setembro,Filial Nordeste,4748
7333f584,Junho,Filial Sul,4822
c5ecda23,Agosto,Filial Norte,2558
71981e47,Novembro,Filial Norte,2011
da3e3e4f,Outubro,Matriz,4188
ed0d214e,Marco,Filial Sul,384
a4386208,Maio,Filial Nordeste,3909
7b9d4b2c,Janeiro,Filial Nordeste,4323
7ef7d0b0,Junho,Filial Sul,1611
051fceee,Setembro,Filial Sul,3571
ac21a08b,Janeiro,Filial Nordeste,3145
35ee14b8,Setembro,Matriz,1695
24ffbd68,Dezembro,Filial Norte,2063
ff53e37e,Abril,Filial Sul,973
7fcd5460,Abril,Filial Nordeste,3373
3d397f84,Maio,Matriz,2752
01de10a9,Dezembro,Filial Sul,2335
e40b2915,Fevereiro,Filial Nordeste,3896
d4ebaa20,Dezembro,Filial Nordeste,3091
eefcbb20,Dezembro,Matriz,1057
12f2ec96,Outubro,Matriz,3869
42f4e0d4,Abril,Filial Nordeste,3733
3709e32d,Janeiro,Matriz,1807
de015d54,Marco,Filial Norte,3207
5b53d674,Novembro,Filial Nordeste,2481
68844d0e,Maio,Matriz,2517
cdeff4bc,Outubro,Filial Sul,3514
d053bf77,Novembro,Matriz,629
3f3e2c34,Dezembro,Filial Sul,4395
2f2cd49f,Fevereiro,Matriz,3543
ca91a3e6,Agosto,Filial Nordeste,2380
d7e87acf,Outubro,Filial Nordeste,4377
f87cf82f,Janeiro,Filial Norte,3146
ac90d470,Junho,Filial Sul,3942
a183171e,Janeiro,Filial Norte,1350
016db104,Abril,Matriz,462
0431b852,Abril,Filial Norte,1367
cc109ec4,Fevereiro,Matriz,4874
fdb6884d,Abril,Matriz,4474
002c52a3,Marco,Matriz,366
0f1a252d,Abril,Filial Sul,2737
77c71aa5,Fevereiro,Filial Norte,3620
5c092ac8,Setembro,Filial Nordeste,3199
dd606cff,Novembro,Filial Norte,1257
df090039,Marco,Matriz,4522
2fa11800,Marco,Filial Norte,419
90238abb,Dezembro,Filial Norte,4189
e07ac865,Agosto,Filial Sul,581
d36e4e1d,Dezembro,Matriz,3178
61359384,Janeiro,Filial Sul,4933
b6bc683b,Outubro,Filial Norte,2518
57542ee8,Junho,Matriz,3573
a82788aa,Janeiro,Filial Nordeste,1820
1c5335f9,Agosto,Filial Nordeste,272
ed642378,Julho,Filial Nordeste,943
2cda9848,Maio,Matriz,1681
7f5bb2d5,Julho,Filial Nordeste,2955
e59689c5,Setembro,Filial Norte,787
f98670fd,Outubro,Filial Sul,2065
273bf032,Julho,Filial Nordeste,4887
88141357,Dezembro,Matriz,292
8d055472,Outubro,Filial Nordeste,433
90352199,Setembro,Filial Nordeste,4986
9178b874,Agosto,Filial Sul,931
4d7293e5,Julho,Matriz,2845
73360dc8,Junho,Filial Nordeste,2825
434d7704,Julho,Filial Nordeste,4562
f35bde52,Novembro,Matriz,158
4aa93f3e,Agosto,Filial Sul,3603
6964639d,Junho,Filial Nordeste,2794
a199dbbb,Setembro,Filial Sul,1723
3866b10f,Junho,Filial Norte,3455
3af084d4,Agosto,Filial Nordeste,1418
37b4c95a,Novembro,Matriz,4548
dcfa8653,Outubro,Matriz,2761
bd9746bd,Fevereiro,Filial Nordeste,3578
02edd7af,Julho,Filial Sul,3686
c75788e6,Fevereiro,Filial Nordeste,3273
deac12a2,Janeiro,Filial Sul,2774
4da78b4c,Marco,Filial Nordeste,1613
38f7c599,Novembro,Filial Nordeste,927
de375129,Julho,Matriz,4341
0a8f8335,Dezembro,Filial Nordeste,3993
33d744af,Abril,Filial Norte,4379
190549c4,Agosto,Matriz,3992
383f14e9,Julho,Matriz,3722
c5332d6b,Dezembro,Filial Norte,4397
